TXNAME	TXSYMBOL
FBtr0074624	Pgant7-RA
FBtr0074625	Pgant7-RB
FBtr0346082	Pgant7-RC
FBtr0074626	CG15043-RA
FBtr0343047	CG15043-RB
FBtr0074627	CG15044-RA
FBtr0074628	CG15046-RA
FBtr0074629	psh-RA
FBtr0074630	Hayan-RA
FBtr0113000	Hayan-RB
FBtr0343048	Hayan-RD
FBtr0074631	CG6891-RA
FBtr0074632	CG6891-RB
FBtr0334453	CG6891-RC
FBtr0334467	CR6900-RC
FBtr0074635	Atg101-RA
FBtr0301153	CG7058-RB
FBtr0074639	CG7101-RA
FBtr0074640	Pvf1-RA
FBtr0301667	Pvf1-RB
FBtr0343604	Pvf1-RC
FBtr0074643	Usp39-RA
FBtr0074644	CG32544-RA
FBtr0333158	CG32544-RB
FBtr0074647	CG7332-RA
FBtr0342877	CG7332-RB
FBtr0074648	SdhBL-RA
FBtr0344973	SdhBL-RC
FBtr0074649	CG7378-RA
FBtr0113004	CG7378-RB
FBtr0342848	CG7378-RC
FBtr0074652	Flacc-RA
FBtr0342879	Flacc-RB
FBtr0342880	Flacc-RC
FBtr0074653	CG7326-RA
FBtr0333159	CG7326-RB
FBtr0074654	CG7322-RA
FBtr0310441	CG7322-RB
FBtr0346018	CG7322-RC
FBtr0074655	shop-RA
FBtr0074656	bnb-RB
FBtr0074657	bnb-RC
FBtr0074658	bnb-RA
FBtr0074659	bnb-RD
FBtr0074660	CG6961-RA
FBtr0074661	CG18259-RA
FBtr0113003	CCKLR-17D3-RB
FBtr0074663	CG14190-RA
FBtr0074664	CG7406-RA
FBtr0074665	CG14191-RA
FBtr0074666	CG7453-RA
FBtr0074668	CG33253-RA
FBtr0342978	CG33253-RC
FBtr0331155	CG33253-RB
FBtr0074669	Mec2-RA
FBtr0074670	HP1D3csd-RA
FBtr0074671	CG14194-RA
FBtr0336701	CG14194-RB
FBtr0074672	Mur18B-RA
FBtr0074673	Muc18B-RA
FBtr0346019	Muc18B-RB
FBtr0074674	CG7884-RA
FBtr0332392	CG7884-RB
FBtr0074675	CG7889-RA
FBtr0074676	Hs3st-B-RA
FBtr0332533	Hs3st-B-RB
FBtr0074677	Vav-RA
FBtr0074678	Vav-RB
FBtr0113316	Vav-RC
FBtr0333759	Vav-RD
FBtr0074683	CG8051-RA
FBtr0343320	CG8051-RB
FBtr0074684	CG8034-RA
FBtr0301226	CG8034-RB
FBtr0332393	CG8028-RC
FBtr0332394	CG8028-RD
FBtr0074686	CG32536-RA
FBtr0074687	CG32537-RA
FBtr0332395	CG32537-RB
FBtr0074688	CG8010-RA
FBtr0074689	rictor-RA
FBtr0343634	rictor-RB
FBtr0343635	rictor-RC
FBtr0074690	CG7992-RA
FBtr0074691	CG14196-RA
FBtr0074692	CG14195-RA
FBtr0343593	CG14195-RB
FBtr0074693	Ulp1-RA
FBtr0074695	CG7990-RA
FBtr0345116	CG7990-RD
FBtr0308082	CG7990-RC
FBtr0074696	CG7914-RA
FBtr0074697	CG7556-RA
FBtr0343313	CG7556-RB
FBtr0074698	Inx5-RB
FBtr0074701	Obp18a-RA
FBtr0074703	CG15882-RA
FBtr0074704	CG7423-RA
FBtr0074710	narya-RA
FBtr0074711	Naa15-16-RA
FBtr0346014	Naa15-16-RB
FBtr0074712	ND-18-RA
FBtr0074718	Pfrx-RH
FBtr0074719	Pfrx-RD
FBtr0074720	Pfrx-RE
FBtr0074713	Pfrx-RF
FBtr0074714	Pfrx-RA
FBtr0074715	Pfrx-RI
FBtr0074716	Pfrx-RG
FBtr0074717	Pfrx-RB
FBtr0307192	Pfrx-RJ
FBtr0307193	Pfrx-RK
FBtr0307194	Pfrx-RL
FBtr0339439	Pfrx-RM
FBtr0339440	Pfrx-RN
FBtr0074721	CG14200-RA
FBtr0307195	CG14200-RB
FBtr0307196	CG14200-RC
FBtr0074727	car-RB
FBtr0074728	car-RA
FBtr0331158	car-RC
FBtr0074729	CG14204-RA
FBtr0336898	CG14204-RB
FBtr0074730	CG14205-RA
FBtr0074733	CG14207-RA
FBtr0074734	CG14207-RB
FBtr0307161	CG14207-RC
FBtr0345918	CG14207-RD
FBtr0074740	CG14210-RA
FBtr0344070	CG14210-RB
FBtr0074741	MKP-4-RB
FBtr0332481	MKP-4-RC
FBtr0074742	CG14212-RA
FBtr0074743	Rcd-1-RB
FBtr0074744	Rcd-1-RA
FBtr0334277	Rcd-1-RC
FBtr0074745	Sec61gamma-RA
FBtr0340610	Sec61gamma-RB
FBtr0344986	Sec61gamma-RC
FBtr0074746	Elys-RA
FBtr0345016	Elys-RB
FBtr0074747	Ssu72-RA
FBtr0332889	Ssu72-RB
FBtr0344152	Ssu72-RC
FBtr0074748	Zw-RA
FBtr0074749	Zw-RB
FBtr0340611	Zw-RC
FBtr0074750	Ubqn-RA
FBtr0340612	Ubqn-RB
FBtr0074751	Cdc42-RA
FBtr0309214	Cdc42-RC
FBtr0309215	Cdc42-RD
FBtr0074753	CG14229-RA
FBtr0344968	CG14229-RC
FBtr0335023	CG14229-RB
FBtr0300350	CG14227-RB
FBtr0074756	dome-RA
FBtr0308570	et-RB
FBtr0308571	et-RC
FBtr0074758	CG14223-RA
FBtr0332890	CG14223-RB
FBtr0332891	CG14223-RC
FBtr0074759	Ranbp21-RA
FBtr0340614	Ranbp21-RB
FBtr0074760	Arp10-RA
FBtr0345991	Arp10-RB
FBtr0074761	CG12237-RA
FBtr0074763	Naa20A-RA
FBtr0332482	Naa20A-RB
FBtr0332483	Naa20A-RC
FBtr0332484	Naa20A-RD
FBtr0290086	CG14221-RB
FBtr0332485	CG14221-RC
FBtr0074768	CG14220-RA
FBtr0307162	CG14220-RB
FBtr0074769	CG14219-RA
FBtr0308568	CG14218-RB
FBtr0308569	CG14218-RC
FBtr0074771	Tao-RE
FBtr0074772	Tao-RD
FBtr0074773	Tao-RB
FBtr0074774	Tao-RA
FBtr0309237	Tao-RH
FBtr0303999	Tao-RF
FBtr0304000	Tao-RG
FBtr0336691	Tao-RI
FBtr0336692	Tao-RJ
FBtr0074775	Grip84-RA
FBtr0074776	Grip84-RB
FBtr0074777	Grip84-RC
FBtr0301307	Grip84-RD
FBtr0301308	Grip84-RE
FBtr0343590	Grip84-RF
FBtr0340418	CG32532-RB
FBtr0340419	CG32532-RC
FBtr0340420	CG32532-RD
FBtr0074779	CG12231-RA
FBtr0074780	Idh3a-RA
FBtr0336668	Idh3a-RD
FBtr0307904	Idh3a-RC
FBtr0300214	ksh-RB
FBtr0074783	CG12204-RA
FBtr0074784	pcm-RA
FBtr0302082	pcm-RB
FBtr0074785	mRpS14-RA
FBtr0346015	mRpS14-RB
FBtr0074786	CG32533-RA
FBtr0346016	CG32533-RB
FBtr0074787	CG14230-RA
FBtr0074788	CG12531-RA
FBtr0335043	CG12531-RB
FBtr0074789	AP-1-2beta-RA
FBtr0074790	CG14234-RA
FBtr0474140	CG14234-RB
FBtr0474237	CG14234-RC
FBtr0074793	parvin-RA
FBtr0346042	parvin-RB
FBtr0074794	Alr-RA
FBtr0331763	Alr-RB
FBtr0074795	Abcd3-RA
FBtr0335155	Abcd3-RB
FBtr0335156	Abcd3-RC
FBtr0335157	Abcd3-RD
FBtr0074796	SkpD-RA
FBtr0074797	SkpC-RA
FBtr0074799	Nup205-RA
FBtr0074798	Nup205-RB
FBtr0308650	THADA-RC
FBtr0289978	THADA-RB
FBtr0074806	SkpE-RA
FBtr0074809	CG12702-RA
FBtr0346378	CG12702-RC
FBtr0335137	CG12702-RB
FBtr0074810	CG18809-RA
FBtr0074811	CG18809-RB
FBtr0331746	CG18809-RC
FBtr0331747	CG18809-RD
FBtr0074812	meso18E-RA
FBtr0301703	meso18E-RB
FBtr0339435	meso18E-RC
FBtr0339436	meso18E-RD
FBtr0074813	CG14232-RA
FBtr0309218	CG14232-RB
FBtr0074814	Tcs4-RA
FBtr0309217	Tcs4-RB
FBtr0074815	COX6B-RA
FBtr0074816	COX6B-RC
FBtr0074817	COX6B-RB
FBtr0308683	COX6B-RD
FBtr0074818	CG14185-RA
FBtr0074819	gig-RA
FBtr0332690	gig-RB
FBtr0074820	Ssk-RB
FBtr0074821	Ssk-RA
FBtr0302721	CG6996-RB
FBtr0332691	CG6996-RC
FBtr0074823	CG17145-RA
FBtr0332692	CG17145-RB
FBtr0074827	CG13813-RA
FBtr0074828	CG6951-RB
FBtr0074829	CG6951-RA
FBtr0074830	Clc-RA
FBtr0300813	Clc-RB
FBtr0301126	Clc-RC
FBtr0332771	Clc-RD
FBtr0074836	CG32228-RA
FBtr0074837	SCCRO4-RA
FBtr0074838	SCCRO4-RB
FBtr0344228	SCCRO4-RE
FBtr0332775	SCCRO4-RD
FBtr0074843	Spn77Bb-RA
FBtr0347193	CR6434-RB
FBtr0074845	CG32225-RA
FBtr0074846	Pex23-RA
FBtr0074847	FRG1-RA
FBtr0074848	gogo-RA
FBtr0074849	CG17122-RA
FBtr0074850	CG17233-RC
FBtr0074851	CG17233-RA
FBtr0306326	CG17233-RE
FBtr0306327	CG17233-RF
FBtr0306328	CG17233-RG
FBtr0306329	CG17233-RH
FBtr0302113	CG17233-RD
FBtr0308204	CG17233-RI
FBtr0074853	CG6933-RA
FBtr0074854	CG6933-RC
FBtr0074855	CG6933-RB
FBtr0332694	CG6933-RE
FBtr0310468	CG6933-RD
FBtr0074856	CG7017-RA
FBtr0332695	CG7017-RB
FBtr0347178	asRNA:CR32224-RC
FBtr0074858	CG7290-RA
FBtr0332696	CG7290-RB
FBtr0074859	CG7298-RA
FBtr0074860	obst-F-RA
FBtr0074864	CG7328-RA
FBtr0074865	CG7335-RA
FBtr0074866	obst-J-RA
FBtr0074867	CG7365-RA
FBtr0332700	CG7365-RB
FBtr0074868	CG14187-RA
FBtr0332701	CG14187-RB
FBtr0074869	Ir76b-RA
FBtr0074870	CG14186-RA
FBtr0074871	sNPF-R-RA
FBtr0332667	sNPF-R-RB
FBtr0074872	Lamtor1-RA
FBtr0302366	Lamtor1-RB
FBtr0074879	Ccdc58-RB
FBtr0074880	Ccdc58-RA
FBtr0344256	Ccdc58-RC
FBtr0074881	Kap-alpha1-RA
FBtr0301008	CG32221-RB
FBtr0074884	kto-RA
FBtr0304716	kto-RB
FBtr0074886	Papss-RC
FBtr0074887	Papss-RA
FBtr0074888	Papss-RD
FBtr0074889	Papss-RE
FBtr0074885	Papss-RB
FBtr0111108	Papss-RF
FBtr0332146	Papss-RG
FBtr0332147	Papss-RH
FBtr0479916	Usp32-RF
FBtr0479917	Usp32-RG
FBtr0479918	Usp32-RH
FBtr0479919	Usp32-RI
FBtr0074891	Prp3-RA
FBtr0074892	Prp3-RB
FBtr0074893	Rpn1-RA
FBtr0074894	Pfdn6-RA
FBtr0330181	Pfdn6-RB
FBtr0074895	Grasp65-RA
FBtr0074896	RhoGDI-RA
FBtr0331800	RhoGDI-RB
FBtr0074897	Ac76E-RA
FBtr0304746	Ac76E-RB
FBtr0303781	CG17732-RB
FBtr0074899	schuy-RA
FBtr0074900	CG7646-RA
FBtr0074901	CG7646-RB
FBtr0344084	CG7646-RC
FBtr0074902	Nca-RA
FBtr0074903	Tom20-RA
FBtr0332719	Tom20-RB
FBtr0074904	CG7668-RA
FBtr0332720	CG7668-RC
FBtr0074907	CG14183-RA
FBtr0074908	Gabat-RB
FBtr0074909	Gabat-RA
FBtr0302049	Gabat-RC
FBtr0344085	Gabat-RD
FBtr0074910	fln-RA
FBtr0332723	fln-RB
FBtr0475016	Csas-RB
FBtr0074912	hale-RA
FBtr0074913	CG14182-RA
FBtr0346534	CG14182-RD
FBtr0331801	CG14182-RB
FBtr0331802	CG14182-RC
FBtr0074914	CG32219-RA
FBtr0074915	CG8004-RA
FBtr0074916	Su(z)12-RA
FBtr0074917	Su(z)12-RB
FBtr0074920	Su(Tpl)-RA
FBtr0302047	Su(Tpl)-RB
FBtr0344257	Su(Tpl)-RC
FBtr0074922	trc-RA
FBtr0332154	trc-RB
FBtr0074924	cyc-RA
FBtr0074925	Cyp305a1-RA
FBtr0299563	CG14104-RB
FBtr0074927	TORIP-RA
FBtr0333878	TORIP-RB
FBtr0074928	CG14102-RA
FBtr0113180	Cpr76Bc-RC
FBtr0332754	Cpr76Bc-RD
FBtr0113181	Cpr76Bd-RB
FBtr0332755	Cpr76Bd-RC
FBtr0332756	Cpr76Bd-RD
FBtr0074936	Rcd7-RA
FBtr0074937	Rcd7-RB
FBtr0074938	CG9300-RA
FBtr0074940	CG9330-RA
FBtr0074941	Taf6-RA
FBtr0333272	Taf6-RB
FBtr0074942	CG9368-RB
FBtr0074944	CG9368-RA
FBtr0336786	CG9368-RD
FBtr0074945	CG9372-RA
FBtr0074946	PIG-F-RA
FBtr0074947	asf1-RA
FBtr0302381	asf1-RB
FBtr0074948	ms(3)76Cc-RA
FBtr0074949	Gbeta76C-RA
FBtr0074950	ms(3)76Ca-RA
FBtr0074960	tey-RA
FBtr0273407	tey-RB
FBtr0331860	tey-RC
FBtr0331861	tey-RD
FBtr0074961	Oat-RA
FBtr0074962	Rnf146-RB
FBtr0290116	Rnf146-RC
FBtr0306354	Rnf146-RF
FBtr0331862	Rnf146-RG
FBtr0074963	wnd-RA
FBtr0074964	wnd-RB
FBtr0074965	wnd-RC
FBtr0302513	wnd-RD
FBtr0074967	Lon-RA
FBtr0273410	Lon-RC
FBtr0074969	lush-RA
FBtr0301489	lush-RB
FBtr0306009	ash1-RB
FBtr0306010	ash1-RC
FBtr0074971	CG14100-RA
FBtr0074972	CG9231-RA
FBtr0344994	CG9231-RB
FBtr0074973	Shal-RA
FBtr0112853	Shal-RB
FBtr0333273	Shal-RC
FBtr0074976	CG9279-RB
FBtr0332758	CG9279-RC
FBtr0074988	rept-RA
FBtr0344993	rept-RC
FBtr0331852	rept-RB
FBtr0074991	Mettl5-RA
FBtr0344454	Mettl5-RD
FBtr0074992	CG14085-RA
FBtr0344806	CG14086-RD
FBtr0321324	fal-RC
FBtr0290284	fal-RB
FBtr0347258	fal-RD
FBtr0330281	ms(3)76Ba-RC
FBtr0347036	CR33255-RC
FBtr0075000	hpRNA:CR32205-RA
FBtr0472918	hpRNA:CR32205-RD
FBtr0472919	hpRNA:CR32205-RE
FBtr0075012	pip-RK
FBtr0075013	pip-RL
FBtr0075003	pip-RA
FBtr0075004	pip-RC
FBtr0075005	pip-RD
FBtr0075007	pip-RF
FBtr0075008	pip-RG
FBtr0075009	pip-RH
FBtr0075010	pip-RI
FBtr0075011	pip-RJ
FBtr0333897	pip-RN
FBtr0075014	Gbs-76A-RA
FBtr0331425	Gbs-76A-RB
FBtr0332155	Gbs-76A-RC
FBtr0345390	Gbs-76A-RD
FBtr0075015	CG14089-RA
FBtr0309116	CG14088-RB
FBtr0075017	Aldh7A1-RA
FBtr0075018	Max-RA
FBtr0310276	Max-RC
FBtr0345391	Max-RD
FBtr0075019	nes-RA
FBtr0075020	nes-RB
FBtr0075021	nes-RC
FBtr0075022	mRpL21-RA
FBtr0346548	mRpL21-RC
FBtr0333224	mRpL21-RB
FBtr0075023	CG6836-RA
FBtr0075024	CG14075-RA
FBtr0075025	Sfxn2-RA
FBtr0075026	MESR6-RA
FBtr0330090	MESR6-RB
FBtr0075027	CG14079-RA
FBtr0075028	fz2-RB
FBtr0075029	fz2-RA
FBtr0112890	fz2-RC
FBtr0299586	fz2-RD
FBtr0330194	fz2-RE
FBtr0330195	fz2-RF
FBtr0332735	fz2-RG
FBtr0110771	Spn75F-RB
FBtr0346533	CG14082-RE
FBtr0330091	CG14082-RC
FBtr0330092	CG14082-RD
FBtr0075032	Gem2-RA
FBtr0330093	Gem2-RB
FBtr0075033	Naxd-RA
FBtr0075034	CNPYb-RA
FBtr0075035	Mkp3-RB
FBtr0075036	Mkp3-RA
FBtr0330089	Mkp3-RC
FBtr0333220	Mkp3-RD
FBtr0075037	Ugt316A1-RA
FBtr0332648	Ugt316A1-RB
FBtr0075038	Acp76A-RA
FBtr0308781	Acp76A-RB
FBtr0075039	nkd-RA
FBtr0332649	nkd-RB
FBtr0332650	nkd-RC
FBtr0075040	SmydA-2-RA
FBtr0075041	CG3808-RA
FBtr0075042	CG18135-RA
FBtr0075043	CG18135-RB
FBtr0075044	CG18135-RC
FBtr0075045	CG18135-RD
FBtr0332651	CG18135-RE
FBtr0075046	CG11619-RA
FBtr0113429	CG32204-RB
FBtr0479802	CG32204-RC
FBtr0075048	CG3819-RA
FBtr0333710	CG3819-RB
FBtr0075049	MYPT-75D-RA
FBtr0331420	MYPT-75D-RB
FBtr0331421	MYPT-75D-RC
FBtr0331422	MYPT-75D-RD
FBtr0075050	GNBP1-RA
FBtr0114373	CG6893-RB
FBtr0479840	CG6893-RC
FBtr0075053	CG6885-RA
FBtr0075054	MED11-RA
FBtr0075055	Atg3-RA
FBtr0075056	HipHop-RA
FBtr0075057	HipHop-RB
FBtr0307116	lncRNA:CR32027-RB
FBtr0308811	CG6865-RB
FBtr0308812	CG14074-RB
FBtr0075062	Dysb-RA
FBtr0333708	Dysb-RB
FBtr0075063	Grx1-RA
FBtr0308813	Grx1-RC
FBtr0075064	Uggt-RA
FBtr0075065	NijB-RA
FBtr0075066	RpL26-RA
FBtr0347494	RpL26-RC
FBtr0333709	RpL26-RB
FBtr0075067	CG6843-RA
FBtr0075068	Prp6-RA
FBtr0346816	Prp6-RB
FBtr0075069	CG6839-RA
FBtr0075071	CG18223-RA
FBtr0333711	CG18223-RC
FBtr0309797	COX6AL2-RC
FBtr0299821	COX6AL2-RB
FBtr0309798	Ir75d-RC
FBtr0075074	CSN1b-RA
FBtr0075075	arx-RA
FBtr0075076	CG3902-RA
FBtr0075077	CG3961-RA
FBtr0075078	CG3961-RC
FBtr0302322	CG3961-RD
FBtr0333712	CG3961-RE
FBtr0075080	Rad9-RA
FBtr0112917	Rad9-RB
FBtr0075081	Indy-RB
FBtr0075082	Indy-RC
FBtr0075083	Indy-RA
FBtr0301857	Indy-RD
FBtr0075084	CG14073-RB
FBtr0332801	CG14073-RC
FBtr0075086	ftz-f1-RB
FBtr0075087	ftz-f1-RA
FBtr0304627	ftz-f1-RC
FBtr0347045	ftz-f1-RD
FBtr0075088	Nufip-RA
FBtr0075089	CG12477-RA
FBtr0075090	Dic4-RA
FBtr0334056	Dic4-RB
FBtr0334057	Dic4-RC
FBtr0075091	Cyp12c1-RA
FBtr0345812	Cyp12c1-RB
FBtr0075092	Chmp1-RA
FBtr0345383	Chmp1-RB
FBtr0113179	Sgf11-RB
FBtr0075094	GNBP2-RB
FBtr0075095	GNBP2-RA
FBtr0075096	GNBP2-RD
FBtr0075098	Capr-RA
FBtr0345806	Capr-RB
FBtr0075099	CG32198-RB
FBtr0075101	CG7271-RA
FBtr0304702	CG18233-RB
FBtr0300052	CG18231-RB
FBtr0300051	CG32201-RB
FBtr0331419	CG32199-RB
FBtr0075107	tRNA:Pro-CGG-2-3-RA
FBtr0290259	not-RB
FBtr0346438	not-RC
FBtr0075112	term-RA
FBtr0075115	Met75Ca-RA
FBtr0075116	Met75Cb-RA
FBtr0075117	CG4306-RA
FBtr0273401	CG32196-RB
FBtr0332868	CG32196-RC
FBtr0075119	skl-RA
FBtr0075120	rpr-RA
FBtr0075121	mRpS26-RA
FBtr0075122	mus304-RA
FBtr0075123	CG7341-RA
FBtr0075124	CG7341-RB
FBtr0075125	CG32195-RA
FBtr0333696	CG32195-RB
FBtr0333697	CG32195-RC
FBtr0075126	geko-RB
FBtr0075127	CG7330-RA
FBtr0332861	CG7330-RB
FBtr0310156	CG7320-RB
FBtr0075130	grim-RA
FBtr0299605	CG13700-RB
FBtr0332864	CG13700-RC
FBtr0332865	CG13700-RD
FBtr0332866	CG13700-RE
FBtr0075132	CG5103-RA
FBtr0075133	hid-RA
FBtr0332862	hid-RB
FBtr0075134	CG13699-RA
FBtr0075135	Cyp312a1-RA
FBtr0332863	Cyp312a1-RB
FBtr0075136	Polr3D-RA
FBtr0075137	CG13698-RB
FBtr0333698	CG13698-RC
FBtr0306733	lncRNA:CR32194-RC
FBtr0075139	Grd-RA
FBtr0075140	CG7430-RA
FBtr0331810	CG7430-RB
FBtr0075141	TrpRS-m-RA
FBtr0331811	TrpRS-m-RB
FBtr0075142	CG7408-RB
FBtr0300281	CG7408-RC
FBtr0300282	CG7408-RD
FBtr0075143	CG7402-RA
FBtr0075144	Wdr92-RA
FBtr0075147	CG32192-RB
FBtr0300047	CG32192-RC
FBtr0075148	Eip75B-RB
FBtr0075149	Eip75B-RC
FBtr0075150	Eip75B-RA
FBtr0075151	Eip75B-RD
FBtr0306813	Eip75B-RE
FBtr0306814	Eip75B-RF
FBtr0347013	Eip75B-RG
FBtr0075152	CG5290-RA
FBtr0075153	Prestin-RA
FBtr0075154	Tsp74F-RA
FBtr0075155	Tsp74F-RB
FBtr0290228	CG16775-RB
FBtr0075157	CG5506-RA
FBtr0075159	CG5535-RB
FBtr0273277	CG5535-RC
FBtr0075160	MED19-RA
FBtr0345815	MED19-RB
FBtr0075161	CG5567-RA
FBtr0075162	CG5577-RA
FBtr0347063	CG5577-RB
FBtr0075163	CG32189-RA
FBtr0075164	CG32188-RA
FBtr0273392	Ir75a-RB
FBtr0075167	Cln3-RA
FBtr0333693	Cln3-RB
FBtr0307509	CG32191-RB
FBtr0345382	CG32191-RC
FBtr0075169	CG32187-RA
FBtr0075170	CG5589-RA
FBtr0075171	NUCB1-RA
FBtr0075173	Oatp74D-RA
FBtr0302041	Oatp74D-RC
FBtr0345117	Oatp74D-RD
FBtr0345118	Oatp74D-RE
FBtr0075174	edin-RA
FBtr0075175	CG7564-RA
FBtr0344941	CG7564-RC
FBtr0331842	CG7564-RB
FBtr0345387	CG7564-RD
FBtr0075181	CG7542-RA
FBtr0345386	CG7542-RB
FBtr0075182	anchor-RA
FBtr0333121	anchor-RB
FBtr0300284	CG7497-RB
FBtr0345385	CG7497-RC
FBtr0075184	CG7484-RB
FBtr0075186	Ccn-RB
FBtr0075187	CG7460-RB
FBtr0333692	CG7460-RC
FBtr0075188	CG32182-RA
FBtr0301018	CG32181-RB
FBtr0075190	Adgf-A-RA
FBtr0075191	Adgf-A-RB
FBtr0075192	Adgf-A2-RA
FBtr0110846	Adgf-A2-RB
FBtr0110847	Adgf-A2-RC
FBtr0075193	Adgf-B-RA
FBtr0075194	CG6034-RA
FBtr0479912	CG6052-RB
FBtr0075196	Crtc-RA
FBtr0330162	Crtc-RB
FBtr0345384	Crtc-RC
FBtr0075197	Krn-RA
FBtr0075198	Pep-RA
FBtr0075199	Pep-RB
FBtr0075200	Pep-RC
FBtr0304977	Pep-RD
FBtr0075201	Vps60-RA
FBtr0333123	Vps60-RB
FBtr0473621	Jon74E-RC
FBtr0075208	Edc3-RB
FBtr0075209	U4-U6-60K-RA
FBtr0075210	Ndfip-RA
FBtr0075212	CG7707-RA
FBtr0075213	CG13723-RA
FBtr0075214	CG13724-RA
FBtr0075215	CG7692-RA
FBtr0344911	CG7692-RC
FBtr0331845	CG7692-RB
FBtr0347064	CG7692-RD
FBtr0075216	tap-RA
FBtr0075217	CG7630-RA
FBtr0075219	CG18265-RA
FBtr0333688	CG18265-RB
FBtr0333689	CG18265-RC
FBtr0075220	QIL1-RA
FBtr0075221	SecCl-RA
FBtr0333690	SecCl-RB
FBtr0075222	UQCR-Q-RA
FBtr0302509	UQCR-Q-RB
FBtr0302510	UQCR-Q-RC
FBtr0333691	UQCR-Q-RD
FBtr0075223	qjt-RA
FBtr0310051	qjt-RB
FBtr0075224	CG6333-RA
FBtr0302208	CG6333-RB
FBtr0075225	CG13733-RA
FBtr0075226	CG12229-RA
FBtr0075227	Coq4-RB
FBtr0307343	Coq4-RD
FBtr0299819	Coq4-RC
FBtr0075228	frc-RA
FBtr0299820	frc-RB
FBtr0075229	Gorab-RA
FBtr0075230	Polr3G-RA
FBtr0075232	blot-RD
FBtr0075233	blot-RB
FBtr0075234	blot-RA
FBtr0075235	blot-RC
FBtr0339898	blot-RE
FBtr0445670	lncRNA:noe-RD
FBtr0306800	CG13731-RB
FBtr0075238	CG13728-RA
FBtr0075239	Cad74A-RB
FBtr0075240	Cad74A-RA
FBtr0309231	Cad74A-RC
FBtr0075242	brv2-RA
FBtr0331846	brv2-RB
FBtr0075243	CG13727-RA
FBtr0075244	tRNA:Pro-CGG-2-2-RA
FBtr0075245	CG6479-RA
FBtr0075246	CG6479-RB
FBtr0331847	CG6479-RC
FBtr0075247	Or74a-RA
FBtr0075248	CG13725-RA
FBtr0075249	ND-24L-RA
FBtr0075250	CG6497-RA
FBtr0332785	CG6497-RB
FBtr0075252	Afg3l2-RB
FBtr0075251	Afg3l2-RA
FBtr0075258	CG32170-RA
FBtr0075261	CG13028-RA
FBtr0075268	Ogdh-RG
FBtr0075269	Ogdh-RH
FBtr0075263	Ogdh-RC
FBtr0075264	Ogdh-RB
FBtr0075266	Ogdh-RA
FBtr0075267	Ogdh-RF
FBtr0112860	Ogdh-RI
FBtr0333214	Ogdh-RJ
FBtr0075274	CG7728-RA
FBtr0075275	Fit2-RA
FBtr0075278	beg-RA
FBtr0075279	Papst2-RA
FBtr0075282	rogdi-RB
FBtr0075283	rogdi-RA
FBtr0075284	CG7724-RA
FBtr0075286	Pop5-RA
FBtr0300718	Pop5-RB
FBtr0290221	Ilp8-RB
FBtr0075290	a10-RA
FBtr0075291	CG6652-RA
FBtr0075297	CG3764-RA
FBtr0321285	CG3764-RB
FBtr0332122	CG3764-RC
FBtr0273313	CG13022-RB
FBtr0075303	CG11905-RA
FBtr0075300	CG11905-RB
FBtr0075301	CG11905-RC
FBtr0075302	CG11905-RG
FBtr0075304	CG11905-RE
FBtr0075305	CG11905-RF
FBtr0075306	CG11905-RD
FBtr0113173	CG11905-RH
FBtr0113174	CG11905-RI
FBtr0305577	CG11905-RL
FBtr0075307	CG13023-RA
FBtr0345805	CG13023-RB
FBtr0075308	Rpn12-RA
FBtr0075310	CG32163-RA
FBtr0344805	CG32163-RB
FBtr0075312	Apl-RA
FBtr0331558	Apl-RB
FBtr0345368	Apl-RC
FBtr0075313	Arts-RA
FBtr0331559	Arts-RB
FBtr0075314	CG4101-RA
FBtr0075315	snRNA:U12-RA
FBtr0075316	CG13032-RA
FBtr0075317	CG9692-RB
FBtr0344229	CG9692-RC
FBtr0075318	Dab-RA
FBtr0330189	Dab-RF
FBtr0330190	Dab-RG
FBtr0305084	Dab-RC
FBtr0305085	Dab-RD
FBtr0305086	Dab-RE
FBtr0333625	Dab-RH
FBtr0333626	Dab-RI
FBtr0075319	CG13031-RA
FBtr0075320	PGRP-SB2-RA
FBtr0333627	PGRP-SB2-RB
FBtr0075321	CG9701-RA
FBtr0075322	Nrt-RB
FBtr0075323	Nrt-RA
FBtr0304018	Nrt-RC
FBtr0075324	CG9705-RB
FBtr0075325	CG9705-RA
FBtr0333607	CG9705-RC
FBtr0075326	CG9706-RA
FBtr0075327	CG9706-RB
FBtr0474236	CG9706-RC
FBtr0075328	nudC-RA
FBtr0305912	nudC-RB
FBtr0075329	TSG101-RA
FBtr0075330	Zcchc7-RA
FBtr0075331	CG32161-RA
FBtr0075332	sina-RA
FBtr0075333	sina-RB
FBtr0344230	sina-RC
FBtr0075336	CG13029-RC
FBtr0332702	CG13029-RD
FBtr0075337	CG9951-RA
FBtr0075338	Rh4-RA
FBtr0075339	kud-RA
FBtr0305272	kud-RB
FBtr0273320	CG13024-RB
FBtr0305913	CG13024-RC
FBtr0075341	CG9674-RA
FBtr0075344	CG9674-RD
FBtr0345074	CG9674-RI
FBtr0305915	CG9674-RE
FBtr0305916	CG9674-RF
FBtr0333608	CG9674-RG
FBtr0333609	CG9674-RH
FBtr0075345	eIF3e-RA
FBtr0075347	Dbp73D-RA
FBtr0075348	PGRP-SB1-RA
FBtr0299542	CG13026-RB
